name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
Bukkett;Bukkett est une solution SoLoMo éditée par MeoMeo qui offre gratuitement aux campus  un média dédié à leur vie étudiante.;Entreprise;"solomo;universite";2011;4 rue de la Croix Faubin;75011;Paris;48.857712, 2.38603;http://www.bukkett.com;TeamBukkett;;https://www.facebook.com/bukkettapps
Azurever;Azurever est une plateforme d'information et de réservation qui agrège automatiquement les produits touristiques et de loisirs issus de nombreux sites tiers.;Entreprise;"tourisme;voyage";;2 rue Daunou;75002;Paris;48.869141, 2.33256;http://www.azurever.com;azurever;;https://www.facebook.com/azurever
Anabole;Anabole est spécialisée dans la réalisation de produits numériques, l'édition et la recherche.;Entreprise;"multimedia;edition;recherche";1993;23 rue Nollet;75017;Paris;48.885818, 2.3232;http://www.anabole.com;;;
U&I Learning;U&I Learning est spécialisée dans la création de solutions e-learning sur mesure.;Entreprise;elearning;;8 rue Henri Bacquerel;92500;Rueil Malmaison;48.889452, 2.173085;http://www.uni-learning.com;unilearningFR;;
Atego;Atego™ est le premier fournisseur indépendant de runtimes et d’outils de développement collaboratif de classe industrielle, pour la conception d’architectures, de systèmes, de logiciels ou de matériels complexes critiques.;Entreprise;"transport;ocds";2009;5-7 rue de La Gare;92130;Issy-Les-Moulineaux;48.8218354, 2.2552817;http://www.atego.com;;;
Dotvision;DotVision développe des briques technologiques, logiciels et solutions innovantes, ouvertes et évolutives dans les domaines de l’Internet des Objets, de la gestion intelligente de l’énergie, de la géolocalisation et des réseaux sociaux.;Entreprise;"securite;energie;telecoms";2000;4 allée du Trait d'Union;77720;Lieusaint;48.617318, 2.543222;http://www.dotvision.com;;;
Tekneo;Tekneo est un éditeur innovant de solutions numériques et interactives pour toutes plateformes avec des spécialisations dans les domaines du jeu, de la santé et de l'éducation.;Entreprise;"jeu;sante;education";2002;7 rue d'Enghien;75010;Paris;48.871678, 2.352793;http://www.tekneo.fr;TekneoSas;;http://www.facebook.com/pages/tekneo/181507484511
Exosec;Conception, implémentation et assistance sur les infrastructures réseaux à Haute Qualité de Service. Expertise réseaux, Open Source et Supervision.;Entreprise;opensource;2002;3, rue du Petit Robinson, ZAC des Metz;78350;Jouy-En-Josas;48.764545, 2.169007;http://www.exosec.fr;;;
Yoocasa;Yoocasa est une plateforme interactive de réunion en ligne destinée à la famille.;Entreprise;"famille;reunions";2009;14 rue Lacretelle;75015;Paris;48.833408, 2.29138;http://www.yoocasa.com;yoocasa;;http://www.facebook.com/Yoocasa
EPSI;L'Ecole Privée des Sciences Informatiques forme des spécialistes de haut niveau en ingénierie informatique.;École;"ingenieur;informatique";1961;28 rue d'Alsace;92300;Levallois Perret;48.891513, 2.296137;http://www.epsi.fr;;https://plus.google.com/116901924360046154724;
Yatedo;Yatedo est un moteur de recherche de personnes qui permet aux internautes de se connecter entre eux, de gérer leur e-réputation et d'améliorer leur visibilité sur Internet.;Entreprise;"ereputation;moteurderecherche";2009;54 rue de Paradis;75010;Paris;48.875641, 2.34918;http://www.yatedo.com;yatedo;;https://www.facebook.com/yatedo
Clic&Gain;Agence spécialisée en gamification. Membre de seineouestdigital.;Entreprise;jeu;2010;24 Rue Edouard Rougeaux;92370;Chaville;48.806334123, 2.190005464;http://corporate.clicetgain.com/;@clicetgain;;
Mobiview;Mobiview propose une plateforme qui permet de créer soi-même des applications mobiles.;Entreprise;"apps;mobile";2008;13 rue des Sablons;75016;Paris;48.866009, 2.28367;http://www.mobyview.com;MobyViewApps;;https://www.facebook.com/Mobyview
Generali VIE;;Entreprise;opensource;1960;7, boulevard Haussmann;75442;Paris;48.8723045, 2.3367291;;;;
Appedge;Le savoir-faire d'Appedge est l’ingénierie mathématique des systèmes complexes. La société travaille et fédère de nombreux laboratoires comme le CMA (école des mines), le laboratoire Stix, le LFC de Jussieu et L’EC paris et participe au consortium SCILAB.;Entreprise;ocds;2001;18-22 rue d'Arras;92000;Nanterre;48.9002092, 2.2262171;http://www.appedge.com;;;
Efectis;Efectis is the European leader in fire science, engineering, tests, inspection and certification and gathers all the fire safety competences and experiences in testing and modelling in France, the Netherlands, Spain, Turkey and many other countries.;Entreprise;ocds;2006;Route de l'Orme, Bâtiment Apollo;91193;Saint-Aubin;48.7302094717, 2.15040206909;http://www.efectis.com/fr;;;
CS;Concevoir, intégrer, exploiter des applications, des systèmes et des infrastructures critiques, CS met au service de ses clients les technologies les plus innovantes pour construire des solutions globales de haute performance.;Entreprise;"securite;opensource;ocds";1993;22, avenue Galilée;92350;Le-Plessis-Robinson;48.7741849, 2.2448049;http://www.c-s.fr;;;
Dvidea;Dvidea provides software solutions that help cinema exhibitors benefit from the flexibility of digital cinema.\\\\\\\\nDvidea solutions equip 1500 screens on 3 continents, suiting the needs of independant theaters as well as the world's largest cinema chain.;Entreprise;;2013;15 rue jean-baptiste berlier;75013 paris;;48.825632413, 2.383501196;http://www.dvidea.com;dvidea;;https://www.facebook.com/DvideaOne
RPlus Technologies;RPlus Technologies est un acteur de l'économie circulaire qui collecte de façon éco-solidaire des téléphones mobiles pour leur offrir une seconde vie. Rplus Technologies, c'est deux marques : Mobile Vert pour la collecte et Yukkaz pour la revente.;Entreprise;;2011;56 quai Alphonse le Gallo;92100;Boulogne-Billancourt;48.840189788, 2.22496747971;http://www.rplustechnologies.com;;;
Degetel;Degetel est une entreprise française spécialiste du conseil en solutions innovantes et digitales : conseil et ingénierie des système d'information, et conseil métier sur l’infrastructure, les réseaux telecom et la finance de marché[;Entreprise;telecoms;1999;46 avenue du General Leclerc;92100;Boulogne-Billancourt;48.8324955, 2.2392489;http://www.degetel.com/;;;
Think-Out;Think-Out est un cabinet d’étude et de conseil spécialisé dans les médias, les marques et la mutation numérique.;Prestataire;"conseil;etude;numerique";2004;40 boulevard Voltaire;75011;Paris;48.863682, 2.37025;http://www.think-out.fr;thinkoutfr;;http://www.facebook.com/pages/Think-Out/113943681955823
Netmeno;Netmeno développe miwo, une application mobile qui permet d'interagir avec ce qui se passe en temps-réel autour de soi et de diffuser des informations contextualisées.;Entreprise;"geolocalisation;mobile";2010;32 rue de Civry;75016;Paris;48.84243, 2.25717;http://www.netmeno.com;;;https://www.facebook.com/FollowMiwo
Cityzen Mobility;"Cityzen Mobility propose CityzenCab, une plateforme de ""taxi partagé"" qui permet de trouver la meilleure offre de taxi au meilleur prix, en moyenne 2 fois moins cher qu'un taxi.";Entreprise;"taxi;cabsharing";2011;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.cityzencab.com;cityzencab;;https://www.facebook.com/CityzenCab
Gigatribe;Gigatribe est une plateforme communautaire de partage de fichiers en P2P.;Entreprise;"p2p;fichiers";2005;40 boulevard Henri Sellier;92150;Suresnes;48.868551, 2.224217;http://www.gigatribe.com;gigatribe;;https://www.facebook.com/GigaTribe
eTerritoire;eTerritoire est le premier site web de référencement des besoins économiques, humains et culturels des territoires (régions, départements, communes).;Entreprise;;2013;69 rue de neuilly;92110;Clichy;48.902466866, 2.303380787;http://www.eterritoire.fr;eterritoire;;http://www.facebook.com/eterritoire
INCUBATEURS IMPULSE PARTNERS;Cabinet de Conseil en Direction Générale, accompagne les dirigeants sur des problématiques d’innovation. \\\\\\\\nNous développons à Paris un incubateur de sociétés innovantes dans les secteurs Construction, Energie et Aéronautique.;Incubateur;;2013;124-136 rue de Lourmel;75015;Paris;48.841312178, 2.284705404;http://www.impulse-partners.fr/incubateur/;;;
3D Counting;La société 3D Counting a conçu et développé une technologie à base de caméras 3D, inégalée en France et en Europe, fonctionnant en stéréovision permettant ainsi de garantir une fiabilité des données de comptage récoltées supérieure à 99%.;Entreprise;;2011;107 rue du Cherche-Midi;75006;Paris;48.846262, 2.320571;http://www.3dcounting.fr/;;;
Paqtigo;PAQTIGO réalise des prestations d’Audit , de Conseil , de Formation et d’Assistance  :\\n- Pour les  DSI des Grands Comptes\\n- Pour les Chefs d'Entreprises à fort potentiel de croissance.;Entreprise;opensource;2005;1 rue Albert Einstein;77420;Champs-Sur-Marne;48.8372704, 2.585727;http://www.paqtigo.com;;;
MyJobCompany;MyJobCompany est une plateforme de sourcing de CV via les réseaux sociaux qui permet à toute entreprise d'organiser un recrutement par cooptation et affiliation.;Entreprise;"recrutement;emploi";2011;17 rue Eugène Varlin;75010;Paris;48.878719, 2.36391;http://www.myjobcompany.com;MyJobCompany;;https://www.facebook.com/MyJobCompany
Startup42;Soutenu par Epita, Startup42 est un incubateur qui accueille des startups technologiques pour les aider à accélérer leur développement en phase d'amorçage et de décollage.;Incubateur;"accelerateur;hebergement;coaching";2013;14 rue Voltaire;94270;Le Kremlin-Bicêtre;48.81586, 2.362014;http://www.startup42.org;Startup42_;https://plus.google.com/104793761354322200791;https://www.facebook.com/pages/Startup42/462065180516147
Sailsharing;Sailsharing est une plateforme collaborative de location de bateaux entre particuliers. Ses 3 fondateurs ont appliqué le modèle de la consommation collaborative au domaine du nautisme.;Entreprise;;2013;107 rue lemercier 75017 Paris;;;48.889843963, 2.317886206;http://www.sailsharing.com;sailsharing;;https://www.facebook.com/Sailsharing
Incubateur Descartes;L’Incubateur Descartes est une structure d’aide à l’émergence et l’accompagnement de projets de création d’entreprises innovantes à forte valeur ajoutée technologique.;Incubateur;"technologie;coaching;hebergement";2010;23 rue Alfred Nobel;77420;Champs-sur-Marne;48.83738, 2.59016;http://www.incubateur-descartes.com;InfoDescartes;;https://www.facebook.com/incubateur.descartes.7
Cleeng;Cleeng fournit des solutions de diffusion de contenus digitaux pour tous les supports.;Entreprise;"video;diffusion;ecommerce";2011;1 rue Royale;92210;Saint-Cloud;48.84193, 2.22108;http://www.cleeng.com;cleeng;;https://www.facebook.com/cleeng
Intersec;Intersec conçoit des solutions qui permettent aux opérateurs mobiles de capturer et de monétiser la valeur de leur réseau, en collectant la big data en vue de favoriser l'innovation en matière de services.;Entreprise;"mobile;bigdata";2004;37 rue Pierre L'homme;92400;Courbevoie;48.897844, 2.252912;http://www.intersec.com;IntersecGroup;;
Eseniors;Eseniors est une association dont l'activité consiste à initier les seniors et les handicapés aux TICs avec pour objectif de réduire la fracture numérique entre générations et de désenclaver les seniors de leur situation d’isolement.;Communauté;"seniors;handicap;intergenerationnel";2005;19 cité de Phalsbourg;75011;Paris;48.855919, 2.38606;http://www.e-seniors.asso.fr;;;https://www.facebook.com/pages/E-seniors/108732705910346
Bluenod;Bluenod est une plateforme en ligne qui permet de visualiser en temps réel les conversations et interactions autour d'un hashtag sur Twitter et de cartographier des communautés.;Entreprise;"dataviz;twitter";2012;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.bluenod.com;;;
Artcode;Artcode est une agence de prestation dédiée au développement d’applications pour tablettes et smart phones. Membre de seineouestdigital.fr;Entreprise;;2008;49 Rue de Silly;92100;Boulogne;48.837802087, 2.232251483;http://www.artcode.fr/;@ArtcodeApps;;https://www.facebook.com/ArtcodeApps
Sispia;Le cœur de métier de SISPIA est le traitement avancé de données et de connaissances associées pour l’amélioration de la performance et le management du risque.;Entreprise;securite;2003;18, Allée Henri Dunant;94300;Vincennes;48.8484979, 2.454442;http://www.sispia.fr;;;
Alenty;Alenty mesure si les publicités sur Internet sont vues. A l'aide d'une technologie embarquée avec les publicités, Alenty mesure plusieurs milliards de publicités par mois.;Entreprise;;2007;18 rue yves toudic 75010 Paris;;;48.8726189283, 2.33562469482;http://www.alenty.com;alentycom;https://plus.google.com/113642299136780739556;http://www.facebook.com/alenty
Logilab;Logilab développe des solutions logicielles innovantes dans les domaines de la gestion de connaissances et de l'informatique avancée, en utilisant des méthodes agiles.;Entreprise;"opensource;ocds";2000;104 boulevard Auguste Blanqui;75013;Paris;48.8312964, 2.343848;http://www.logilab.fr;;;
Photonic FabLab;Au cœur du 503, Centre Entrepreneurial de l'Institut d'Optique Graduate School, le Photonic FabLab propose ses services aux porteurs de projets, qu'ils soient déjà chefs d'entreprise ou simplement étudiants;Communauté;;2012;Rue du belvedère;bâtiment 503;campus scientifique;48.706340843, 2.17400550842;http://www.institutoptique.fr/Entreprises/L-entrepreneuriat-a-l-Institut-d-Optique-Graduate-School/Le-Photonic-FabLab;;;
Hamburware;mi-chemin entre l'éditeur d'applications web et la web agency;Entreprise;opensource;2008;1 Mail Gay LussacCedex;95015;Cergy;49.016103, 2.0764754;http://www.hamburware.com;;;
